flightNumber,airline,arrivalDate,arrivalTime,passengers
SU3142,S7 Airlines,2024-03-27,15:36,182
SU5918,Nordavia,2024-02-26,01:39,327
SU6909,Yakutia,2024-03-23,19:26,74
SU2637,Ural Airlines,2024-07-23,05:42,240
SU6701,Red Wings,2024-10-10,05:43,307
SU6952,Yakutia,2024-03-24,13:44,158
SU5223,Rossiya,2024-07-06,02:46,282
SU9678,Ural Airlines,2024-08-20,13:28,145
SU1124,Yakutia,2024-03-24,10:20,335
SU8444,Pobeda,2024-04-05,19:40,66
SU337,Yakutia,2024-03-16,12:16,349
SU8352,Azimuth,2024-01-16,11:00,127
SU4756,Yakutia,2024-07-17,06:32,296
SU596,Azimuth,2024-06-23,06:00,281
SU9560,Pobeda,2024-10-05,05:37,268
SU7074,Yakutia,2024-10-04,06:18,269
SU6393,Ural Airlines,2024-03-25,06:56,179
SU587,Yakutia,2024-06-08,02:02,194
SU1366,Aeroflot,2024-08-10,19:25,340
SU7993,Nordavia,2024-10-27,10:06,205
SU6279,UTair,2024-12-07,13:30,185
SU1546,Aeroflot,2024-10-04,14:44,251
SU8075,Ural Airlines,2024-12-12,21:55,157
SU4891,Ural Airlines,2024-06-03,13:12,249
SU8799,Red Wings,2024-01-13,05:41,261
SU4392,S7 Airlines,2024-09-05,14:24,116
SU6112,Rossiya,2024-03-02,23:30,66
SU6846,Aeroflot,2024-10-19,08:05,269
SU2414,S7 Airlines,2024-09-19,12:39,177
SU6519,Rossiya,2024-10-17,13:51,268
SU2908,Ural Airlines,2024-12-28,12:24,302
SU4574,UTair,2024-01-01,16:08,139
SU4727,Azimuth,2024-11-02,23:11,228
SU4220,Aeroflot,2024-01-20,13:12,268
SU103,Yakutia,2024-01-22,07:10,209
SU4404,Rossiya,2024-09-02,11:09,82
SU877,Ural Airlines,2024-12-05,15:26,296
SU8561,Pobeda,2024-06-19,10:21,157
SU4880,Azimuth,2024-04-23,23:50,148
SU4678,Yakutia,2024-02-03,00:13,120
SU5233,Pobeda,2024-05-05,18:11,244
SU6994,UTair,2024-12-22,09:45,171
SU8307,Pobeda,2024-12-26,11:52,324
SU2823,Azimuth,2024-11-09,07:06,348
SU4662,Azimuth,2024-09-24,06:31,140
SU4522,Nordavia,2024-02-17,13:55,132
SU5764,Nordavia,2024-11-23,14:45,87
SU8704,Rossiya,2024-03-06,08:14,156
SU1016,Pobeda,2024-09-05,01:20,326
SU4605,Yakutia,2024-06-10,06:39,317
SU5063,Azimuth,2024-10-25,00:17,298
SU5724,Aeroflot,2024-05-22,20:30,298
SU904,Ural Airlines,2024-05-06,21:25,240
SU6544,Nordavia,2024-12-15,20:20,319
SU508,Nordavia,2024-02-28,21:57,152
SU9996,UTair,2024-02-14,06:42,126
SU1458,Rossiya,2024-04-10,20:51,125
SU683,UTair,2024-10-25,21:40,234
SU3793,Ural Airlines,2024-03-25,07:09,135
SU6118,Red Wings,2024-10-13,01:24,120
SU8171,Rossiya,2024-01-01,03:22,350
SU8945,Nordavia,2024-06-14,10:30,114
SU2460,Pobeda,2024-07-14,19:26,288
SU2417,Aeroflot,2024-11-19,15:00,102
SU6482,Aeroflot,2024-04-26,18:38,229
SU6655,Rossiya,2024-12-04,15:39,118
SU3341,Pobeda,2024-08-07,08:01,110
SU3082,Ural Airlines,2024-09-11,02:30,172
SU8935,Azimuth,2024-08-22,16:19,288
SU8342,Pobeda,2024-11-02,23:13,116
SU7868,Rossiya,2024-01-06,21:46,327
SU4749,Rossiya,2024-01-01,15:07,56
SU7556,Nordavia,2024-02-22,23:22,116
SU3148,Ural Airlines,2024-03-20,06:57,104
SU9507,UTair,2024-07-23,03:33,113
SU2413,Ural Airlines,2024-07-13,07:50,286
SU1635,S7 Airlines,2024-11-17,00:44,328
SU1253,Aeroflot,2024-07-01,03:05,111
SU4254,Azimuth,2024-09-09,15:49,114
SU4132,Aeroflot,2024-04-25,15:11,197
SU124,Red Wings,2024-09-18,02:11,181
SU2495,S7 Airlines,2024-10-10,10:24,220
SU322,Nordavia,2024-10-26,07:06,71
SU7503,S7 Airlines,2024-01-03,10:16,195
SU6662,Yakutia,2024-05-02,20:05,103
SU1122,Rossiya,2024-10-09,12:09,213
SU7755,Ural Airlines,2024-05-09,09:21,279
SU3307,Red Wings,2024-01-10,14:19,255
SU135,Red Wings,2024-09-04,16:28,173
SU9562,Azimuth,2024-05-06,00:31,159
SU9547,UTair,2024-01-15,03:11,163
SU4157,Red Wings,2024-09-23,02:31,135
SU9060,Rossiya,2024-08-22,00:20,339
SU6327,Aeroflot,2024-02-21,16:06,154
